relative_path	size_bytes	sha256	category	provenance_original_path	purpose
results/reference_outputs/external_validation/CT_MLP_common_neutral/CT_axisA_common_neutral_mlp/external_predictions__bundle__LR__A-RS__B-OFF__N-OFF__C-OFF.csv	2779	48afa66618b422de4121db1ce3a8805186299d4e5815351b0cb971c14a65eb9c	reference_output	<ORIGINAL_PROJECT_ROOT>/study_results/NUEVOS/extvalidation/CT_MLP_common_neutral/CT_axisA_common_neutral_mlp/external_predictions__bundle__LR__A-RS__B-OFF__N-OFF__C-OFF.csv	Final CT external prediction/metric output
results/reference_outputs/external_validation/CT_MLP_common_neutral/CT_axisA_common_neutral_mlp/external_predictions__bundle__LR__A-VS__B-OFF__N-OFF__C-OFF.csv	2795	9c6e4bfbd3b90ba8dd72b3f6a7df467a8a252279e9cfe7e1c2b35c99cf9c30bf	reference_output	<ORIGINAL_PROJECT_ROOT>/study_results/NUEVOS/extvalidation/CT_MLP_common_neutral/CT_axisA_common_neutral_mlp/external_predictions__bundle__LR__A-VS__B-OFF__N-OFF__C-OFF.csv	Final CT external prediction/metric output
results/reference_outputs/external_validation/CT_MLP_common_neutral/CT_axisA_common_neutral_mlp/external_predictions__bundle__MLP__A-FK__B-OFF__N-OFF__C-OFF.csv	2441	0adaf196016b37abaff7f5ae24574f14a1fde17505932c76fef806e610572f5f	reference_output	<ORIGINAL_PROJECT_ROOT>/study_results/NUEVOS/extvalidation/CT_MLP_common_neutral/CT_axisA_common_neutral_mlp/external_predictions__bundle__MLP__A-FK__B-OFF__N-OFF__C-OFF.csv	Final CT external prediction/metric output
results/reference_outputs/external_validation/CT_MLP_common_neutral/CT_axisA_common_neutral_mlp/external_predictions__bundle__MLP__A-NR__B-OFF__N-OFF__C-OFF.csv	2441	b2f84d550f75f3cb413e4e6ace0ecddafcda0533d09aab502d9382f0d0f045a3	reference_output	<ORIGINAL_PROJECT_ROOT>/study_results/NUEVOS/extvalidation/CT_MLP_common_neutral/CT_axisA_common_neutral_mlp/external_predictions__bundle__MLP__A-NR__B-OFF__N-OFF__C-OFF.csv	Final CT external prediction/metric output
results/reference_outputs/external_validation/CT_MLP_common_neutral/CT_axisA_common_neutral_mlp/external_predictions__bundle__MLP__A-RS__B-OFF__N-OFF__C-OFF.csv	2433	8c8d02e26bdf10da075ef87a94763b139da227a6e9a98f902f5e6e4732110ac7	reference_output	<ORIGINAL_PROJECT_ROOT>/study_results/NUEVOS/extvalidation/CT_MLP_common_neutral/CT_axisA_common_neutral_mlp/external_predictions__bundle__MLP__A-RS__B-OFF__N-OFF__C-OFF.csv	Final CT external prediction/metric output
results/reference_outputs/external_validation/CT_MLP_common_neutral/CT_axisA_common_neutral_mlp/external_predictions__bundle__MLP__A-VS__B-OFF__N-OFF__C-OFF.csv	2441	9833421d7e9c3898c466445639b635b4cae510db3ca687bbbff0d423d3de4f0a	reference_output	<ORIGINAL_PROJECT_ROOT>/study_results/NUEVOS/extvalidation/CT_MLP_common_neutral/CT_axisA_common_neutral_mlp/external_predictions__bundle__MLP__A-VS__B-OFF__N-OFF__C-OFF.csv	Final CT external prediction/metric output
results/reference_outputs/external_validation/CT_MLP_common_neutral/CT_axisA_common_neutral_mlp/external_predictions__bundle__XGB__A-FK__B-OFF__N-OFF__C-OFF.csv	2436	8a6af265580297b6dc5529a52cd80302176d0b610a4afa5f980cce471d3df0b8	reference_output	<ORIGINAL_PROJECT_ROOT>/study_results/NUEVOS/extvalidation/CT_MLP_common_neutral/CT_axisA_common_neutral_mlp/external_predictions__bundle__XGB__A-FK__B-OFF__N-OFF__C-OFF.csv	Final CT external prediction/metric output
results/reference_outputs/external_validation/CT_MLP_common_neutral/CT_axisA_common_neutral_mlp/external_predictions__bundle__XGB__A-NR__B-OFF__N-OFF__C-OFF.csv	2436	553c55a2fde3f3928f3d2915e82daf16bccaf10c9bb753215f6ea5e1eb3d65f1	reference_output	<ORIGINAL_PROJECT_ROOT>/study_results/NUEVOS/extvalidation/CT_MLP_common_neutral/CT_axisA_common_neutral_mlp/external_predictions__bundle__XGB__A-NR__B-OFF__N-OFF__C-OFF.csv	Final CT external prediction/metric output
results/reference_outputs/external_validation/CT_MLP_common_neutral/CT_axisA_common_neutral_mlp/external_predictions__bundle__XGB__A-RS__B-OFF__N-OFF__C-OFF.csv	2436	1e42bee8ce0532da438de3583ed328acb8cb621e801d8510453ac6ee7502fd9c	reference_output	<ORIGINAL_PROJECT_ROOT>/study_results/NUEVOS/extvalidation/CT_MLP_common_neutral/CT_axisA_common_neutral_mlp/external_predictions__bundle__XGB__A-RS__B-OFF__N-OFF__C-OFF.csv	Final CT external prediction/metric output
results/reference_outputs/external_validation/CT_MLP_common_neutral/CT_axisA_common_neutral_mlp/external_predictions__bundle__XGB__A-VS__B-OFF__N-OFF__C-OFF.csv	2436	cf394aed761357c153aa8685034c1da4ea246e730c1b94ed79bf93f01cbc8a29	reference_output	<ORIGINAL_PROJECT_ROOT>/study_results/NUEVOS/extvalidation/CT_MLP_common_neutral/CT_axisA_common_neutral_mlp/external_predictions__bundle__XGB__A-VS__B-OFF__N-OFF__C-OFF.csv	Final CT external prediction/metric output
